Period,Day,q_inverter,net_p_demand,q_consumption,q_capacity,p_x_q,p_x_p,p_x_q_capacity,voltage
80,21,23.998048437529782,0.318,0.13546743273131312,24.0,0.17488283685585176,0.8383543934308398,0.07449977653343179,179188.68630374176
80,22,23.99929257388797,0.364,0.15506335067357851,24.0,0.06058551548509944,0.4154147449745614,0.02580932152034477,179247.03450893742
80,23,23.998934458106902,0.157,0.06688171993338414,24.0,0.2988216381219298,0.8150196822762985,0.12729748478284061,179207.18813315273
80,24,23.966553865171633,0.593,0.2526169421687694,24.0,0.25552582816159886,1.7528913221206193,0.1088535469735675,182629.3409419964
80,25,14.633386226725563,0.071,0.030245873345670533,24.0,0.2963865496193072,0.8265740787688476,0.1262601414245896,182335.61680919593
81,1,13.857506662227983,0.138,0.05878775382679626,24.0,0.2480852084335706,1.0337656316099197,0.10568385624247961,182223.17182107837
81,2,15.761617765759517,0.493,0.21001712055514893,24.0,0.2501582292741397,0.9401349028539909,0.10656695942257523,182340.37844569588
81,3,18.233977547591472,0.611,0.2602849100592211,24.0,0.18674759157642504,0.761522031609644,0.07955414087928961,182673.5509091916
81,4,11.520325519659465,0.452,0.19255119369356455,24.0,0.2634676393190223,1.2358275377581662,0.1122367443595205,181851.40256257285
81,5,16.027203679371844,0.465,0.19808917050333522,24.0,0.06273646503720189,0.9315654545240366,0.026725622192539385,182368.3580823465
81,6,14.047329178239856,0.27,0.11501951835677529,24.0,0.22170435063177016,1.3760202426879116,0.09444565787876974,182137.9043780571
81,7,23.99216830864814,0.766,0.32631463356033286,24.0,0.4158274908338444,1.0646731531699039,0.17714176931561174,182389.69246633362
81,8,18.507891382014733,0.325,0.13844942024426654,24.0,0.22212163301479512,0.821957848449135,0.09462341942956345,182646.42088876682
81,9,12.844971475630544,0.547,0.23302102422650403,24.0,0.2391766843202312,0.9152877811587125,0.10188884086179066,182147.354184812
81,10,23.729965044651472,0.279,0.11885350230200113,24.0,0.5263501759494231,1.6642908239738845,0.22422423601743174,183017.11779493533
81,11,17.39742895562128,0.522,0.2223710688230989,24.0,0.40882704470960857,1.857106138733248,0.17415959175452966,182635.22087568225
81,12,21.340437086419485,0.418,0.1780672543449336,24.0,0.31851651084013655,0.8188013920274957,0.1356874654278263,182843.57364128024
81,13,23.976334423930382,0.252,0.1073515504663236,24.0,0.23479439433166213,1.042124907553347,0.1000219931440687,182676.08891407965
81,14,17.955724715589795,0.443,0.18871720974833872,24.0,0.26795981834715915,0.9849446398990743,0.11415040461207127,182867.4412990405
81,15,11.656607877245868,0.41,0.17465926861584394,24.0,0.3154815982606298,1.1672996673986844,0.1343945980828271,181948.5449814929
81,16,12.436203873478249,0.14,0.059639750259068675,24.0,0.338466360513114,0.9794421975906539,0.14418606580070015,182019.6514796195
81,17,23.997572304252884,0.521,0.2219450706069627,24.0,0.25249978900896347,0.9728415443354962,0.10756445969258653,180418.39415066666
81,18,14.9899226783048,0.182,0.07753167533678926,24.0,0.38695472127587843,0.8951043831498663,0.16484202098900652,182481.93766840838
81,19,23.99662617828143,0.349,0.14867337743153544,24.0,0.5708552198626408,1.7064323636005003,0.24318330533352592,181684.91516102923
81,20,11.65807597937814,0.469,0.19979316336788003,24.0,0.21756337488304603,0.7453675688224494,0.09268160959674998,181879.4499519761
81,21,18.08300782125847,0.334,0.1422834041894924,24.0,0.17488283685585176,0.8383543934308398,0.07449977653343179,182544.96767774105
81,22,20.841143067979196,0.274,0.11672351122132012,24.0,0.06058551548509944,0.4154147449745614,0.02580932152034477,182783.646549187
81,23,23.970257681771095,0.321,0.13674542737972173,24.0,0.2988216381219298,0.8150196822762985,0.12729748478284061,182703.64500612367
81,24,23.994524035951585,0.694,0.29564276199852607,24.0,0.25552582816159886,1.7528913221206193,0.1088535469735675,181936.3592020818
81,25,16.173716876657487,0.354,0.15080336851221648,24.0,0.2963865496193072,0.8265740787688476,0.1262601414245896,182447.34082803252
82,1,11.54755300076161,0.476,0.20277515088083345,24.0,0.2480852084335706,1.0337656316099197,0.10568385624247961,181821.2579251551
82,2,14.857559200878143,0.689,0.29351277091784506,24.0,0.2501582292741397,0.9401349028539909,0.10656695942257523,182304.8626065804
82,3,15.237074802551184,0.577,0.24580097071059012,24.0,0.18674759157642504,0.761522031609644,0.07955414087928961,182333.60575238641
82,4,12.210917626512895,0.47,0.20021916158401623,24.0,0.2634676393190223,1.2358275377581662,0.1122367443595205,182063.3497728929
82,5,6.221810202452701,0.205,0.08732963430792197,24.0,0.06273646503720189,0.9315654545240366,0.026725622192539385,181101.76035969207
82,6,12.385910677256561,0.419,0.1784932525610698,24.0,0.22170435063177016,1.3760202426879116,0.09444565787876974,181886.67145071708
82,7,13.72034999817695,0.445,0.18956920618061113,24.0,0.4158274908338444,1.0646731531699039,0.17714176931561174,182080.80292480602
82,8,13.585182363811988,0.314,0.13376343986676828,24.0,0.22212163301479512,0.821957848449135,0.09462341942956345,182071.17333674838
82,9,14.615109127036234,0.612,0.2607109082753573,24.0,0.2391766843202312,0.9152877811587125,0.10188884086179066,182205.76295728167
82,10,21.926425987222544,0.254,0.10820354689859601,24.0,0.5263501759494231,1.6642908239738845,0.22422423601743174,182905.67524408747
82,11,11.011005888299998,0.283,0.12055749516654593,24.0,0.40882704470960857,1.857106138733248,0.17415959175452966,181747.96732659318
82,12,18.38047189477949,0.498,0.21214711163582997,24.0,0.31851651084013655,0.8188013920274957,0.1356874654278263,182608.05290076797
82,13,18.836444644634312,0.184,0.07838367176906168,24.0,0.23479439433166213,1.042124907553347,0.1000219931440687,182747.62110165632
82,14,11.945460617711717,0.374,0.15932333283494057,24.0,0.26795981834715915,0.9849446398990743,0.11415040461207127,182004.22162587807
82,15,15.497857114234975,0.377,0.16060132748334918,24.0,0.3154815982606298,1.1672996673986844,0.1343945980828271,182369.6220880527
82,16,14.5312914338514,0.207,0.08818163074019437,24.0,0.338466360513114,0.9794421975906539,0.14418606580070015,182238.22614839813
82,17,13.9665486894798,0.369,0.15719334175425956,24.0,0.25249978900896347,0.9728415443354962,0.10756445969258653,182458.4842794816
82,18,16.744693880749566,0.499,0.21257310985196617,24.0,0.38695472127587843,0.8951043831498663,0.16484202098900652,182548.4147531031
82,19,23.93375881635378,0.309,0.13163344878608726,24.0,0.5708552198626408,1.7064323636005003,0.24318330533352592,182696.32676037637
82,20,18.763478074872765,0.287,0.12226148803109076,24.0,0.21756337488304603,0.7453675688224494,0.09268160959674998,182701.85199242216
82,21,18.61422590128835,0.483,0.2057571383937869,24.0,0.17488283685585176,0.8383543934308398,0.07449977653343179,182668.97470285834
82,22,14.09080324446942,0.175,0.07454968782383582,24.0,0.06058551548509944,0.4154147449745614,0.02580932152034477,182120.29337107227
82,23,7.882342779876613,0.353,0.15037737029608028,24.0,0.2988216381219298,0.8150196822762985,0.12729748478284061,181385.9522127035
